,code,date,close,open,low,high,volume,avg_price,turnover_rate
469756,002516,20170922,37.468276,37.468276,37.468276,37.468276,0.0,37.468276,0.0
469757,002517,20170922,75.87378,74.84568,74.72230800000001,77.374806,6169955.0,76.017714,2.4603
469758,002534,20170922,22.80096,23.233392,22.663368,23.312016,5031228.0,22.91142672,0.6969
469759,002537,20170922,76.728816,77.000904,76.18464,77.54508,2586100.0,76.82268635999999,0.2565
469760,002539,20170922,43.608819,44.106258,43.387735,44.161529,3688749.0,43.68288214,0.8031
469761,002541,20170922,36.88524,36.57527999999999,36.223992,37.153872,3150273.0,36.75485016,1.2729
469762,002544,20170922,145.077272,142.27053199999995,140.212256,145.95047999999997,8908149.0,143.33147972,1.7414
469763,002545,20170922,67.713534,70.703094,67.51423,70.952224,8982567.0,68.88643804,3.7486
469764,002549,20170922,65.385005,64.743189,64.021146,65.705913,7239898.0,64.73035268000001,1.1673
469765,002550,20170922,53.202883,54.070793,52.682137,54.157584,9039000.0,53.26710834000001,1.0591
469766,002556,20170922,42.484906,41.81382,41.81382,42.536528,8983812.0,42.16175228000001,1.2825
469767,002558,20170922,170.752736,172.178391,170.26393999999996,172.25985699999998,1181586.0,170.81750146999997,0.3396
469768,002567,20170922,40.481792,40.579104,40.23851199999999,40.676416,5406250.0,40.46573552,0.8582
469769,002573,20170922,156.328226,160.593764,154.831546,160.593764,20256835.0,157.2486842,1.8899
469770,002581,20170922,66.92066,66.11229999999999,64.81315,67.2671,6159426.0,66.1140322,1.5368
469771,002583,20170922,87.999192,87.440112,86.09832,88.33464000000001,5250419.0,87.15050856,0.5011
469772,002585,20170922,28.470198,28.434699,28.044210000000003,28.541196,5012796.0,28.271403600000003,0.7208
469773,002589,20170922,136.34173399999997,137.367561,136.24847699999998,138.300131,9345744.0,136.95163477999998,1.0355
469774,002597,20170922,95.545125,95.59095,94.628625,96.2325,4824830.0,95.1776085,0.8627
469775,002605,20170922,56.009954,55.66869,55.540716,56.30855999999999,1994720.0,55.90160268,0.7425
469776,002610,20170922,32.249742000000005,32.49974,32.124742999999995,32.49974,31369324.0,32.25224198,0.742
469777,002611,20170922,64.53646,63.41183,63.41183,64.8825,5405631.0,64.0710362,1.5318
469778,002612,20170922,30.134015999999995,30.757632,30.0672,30.824448,2304234.0,30.33847296,1.0923
469779,002617,20170922,79.977795,79.66558500000001,79.40541,80.86238999999999,9562100.0,80.36337435,1.3704
469780,002626,20170922,108.19646,107.848785,107.64018,108.683205,1746266.0,108.0657342,0.3032
469781,002635,20170922,181.051084,174.81763999999998,174.81763999999998,181.800972,3916115.0,179.59255184,1.2287
469782,002636,20170922,43.351784,44.663884,43.010638,44.847578,10482748.0,43.92044814,4.2543
469783,002639,20170922,36.003117,34.337163000000004,33.288229,36.774392,97650357.0,35.15502301,22.2771
469784,002641,20170922,30.317535,30.553011,30.082059,30.61188,2718833.0,30.25454517,0.3037
469785,002643,20170922,69.64945,70.5666,69.10995,70.5666,7587883.0,69.62463299999999,0.9265
469786,002645,20170922,45.142701,45.884314,44.25755,46.003929,950400.0,44.84007505,0.6395
469787,002646,20170922,19.11362,19.476672,19.092264,19.476672,2408483.0,19.22477798,0.5352
469788,002649,20170922,49.93024,49.69472,49.22368,50.071552,4074120.0,49.64337664,0.9851
469789,002651,20170922,27.070842000000003,26.835954000000005,26.747871,27.188286,3224401.0,27.01153278,0.852
469790,002664,20170922,84.792347,86.728526,83.90109000000001,87.527584,6045436.0,85.15038645,1.739
469791,002675,20170922,63.492273,62.605647000000005,62.06382,63.787815,3880324.0,62.97556707,0.7215
469792,002677,20170922,56.339631,56.657934,56.304264,57.577476,2354703.0,56.83830570000001,0.841
469793,002695,20170922,85.20603,87.021558,85.082244,87.516702,8092047.0,86.31927875999999,1.7847
469794,002697,20170922,42.48916,42.91264,42.348,42.91264,10339756.0,42.5202152,1.1967
469795,002698,20170922,20.181667,20.599579,20.112015000000003,20.616992,2508022.0,20.25253791,0.472
469796,002701,20170922,55.913013,56.58162899999999,55.662282,56.83236,16104319.0,56.0550939,0.8956
469797,002706,20170922,67.33715699999999,68.27315999999999,66.73150799999999,68.43833699999999,1295048.0,67.49407514999999,0.3565
469798,002724,20170922,19.387686,19.599408,19.296948,19.629654,2673766.0,19.41626847,2.6596
469799,002726,20170922,38.78112,38.78112,38.504112,39.30051,1316662.0,38.7967017,0.1763
469800,002727,20170922,40.92298,40.92298,40.614205,41.25234,1495887.0,40.88489775,0.5272
469801,002733,20170922,46.895022,44.278266,43.979864,49.3511,23831425.0,46.51857639999999,14.83
469802,002737,20170922,68.285494,68.203886,67.48981599999999,68.999564,971500.0,68.16777446,0.8005
469803,002741,20170922,52.305627,54.027996,52.27541,54.118647,2092784.0,52.95378165,1.3608
469804,002746,20170922,30.575730000000004,30.495002000000003,29.98036100000001,30.706913000000004,1126502.0,30.2790546,1.3765
469805,002747,20170922,87.799335,87.00835000000001,86.217365,88.772855,7324428.0,87.71841115000001,2.6387
469806,002759,20170922,68.43994900000001,70.4788,68.238581,70.503971,2719061.0,69.03096408,2.8324
469807,002768,20170922,76.332807,74.85384,74.702925,76.51390500000001,2645665.0,75.84776619,3.041
469808,002773,20170922,76.08882200000001,75.00227000000001,75.00227000000001,76.556643,742342.0,76.08957655,1.0534
469809,002777,20170922,75.86625,79.00205499999998,72.8316,79.00205499999998,2383222.0,75.24374213,3.9695
469810,002782,20170922,48.773646,49.402821,48.34580700000001,49.402821,3843129.0,48.82347666,3.6086
